"parent_audit_id","child_audit_id","old_context","verified_context","claim","impact_class","classification_reason","complete_unit","content_id","question_or_title","all_choices","correct_answer_number","explanation_or_body","recorded_source","recorded_url","audit_result","revision","audit_reason","missing_material","restart_condition","unit_note"
"A-OTHER-3DB12095DA","A-OTHER-3DB12095DA-02","correct_explanation","correct_explanation","根拠は第3の1、第3の2。","A2","解説品質・理解には影響するが正答番号を直接変更しない","yes","158","次の記述のうち、出張理容・出張美容の携行品について正しいものの組合せはどれか。



a. 洗浄済みであれば消毒前の器具でもよく、収納容器は使用済み器具と共用できる。

b. 洗浄及び消毒済みの器具と、それらを衛生的かつ安全に収納できるものを携行する。

c. 使用済み器具は、消毒済み器具と同じ容器に区分せず収納してよい。

d. 使用済みの器具を安全に収納できるものを携行する。","1.b・d | 2.a・d | 3.b・c | 4.c・d","1","・根拠：第3の1、第3の2
・判断基準：bは正しい。洗浄及び消毒済みの器具と、それらを衛生的かつ安全に収納できるものを携行する。dも正しい。使用済み器具には、安全に収納できる別のものが必要である。aは消毒と区分管理を欠き、cは清潔な器具を再汚染するおそれがあるため誤りである。
・注意点：主体、対象、要件、数値、期間、原則と例外を区別して判断する。","理容師法・理容師法施行規則","https://laws.e-gov.go.jp/law/322AC0000000234","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-A08359DB48","A-OTHER-A08359DB48-02","correct_explanation","correct_explanation","根拠は第3の1、第3の2。","A2","解説品質・理解には影響するが正答番号を直接変更しない","yes","158","次の記述のうち、出張理容・出張美容の携行品について正しいものの組合せはどれか。



a. 洗浄済みであれば消毒前の器具でもよく、収納容器は使用済み器具と共用できる。

b. 洗浄及び消毒済みの器具と、それらを衛生的かつ安全に収納できるものを携行する。

c. 使用済み器具は、消毒済み器具と同じ容器に区分せず収納してよい。

d. 使用済みの器具を安全に収納できるものを携行する。","1.b・d | 2.a・d | 3.b・c | 4.c・d","1","・根拠：第3の1、第3の2
・判断基準：bは正しい。洗浄及び消毒済みの器具と、それらを衛生的かつ安全に収納できるものを携行する。dも正しい。使用済み器具には、安全に収納できる別のものが必要である。aは消毒と区分管理を欠き、cは清潔な器具を再汚染するおそれがあるため誤りである。
・注意点：主体、対象、要件、数値、期間、原則と例外を区別して判断する。","理容師法・理容師法施行規則","https://laws.e-gov.go.jp/law/322AC0000000234","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-8D449FB6DA","A-OTHER-8D449FB6DA-02","correct_explanation","correct_explanation","根拠は第3の1、第3の2。","A2","解説品質・理解には影響するが正答番号を直接変更しない","yes","158","次の記述のうち、出張理容・出張美容の携行品について正しいものの組合せはどれか。



a. 洗浄済みであれば消毒前の器具でもよく、収納容器は使用済み器具と共用できる。

b. 洗浄及び消毒済みの器具と、それらを衛生的かつ安全に収納できるものを携行する。

c. 使用済み器具は、消毒済み器具と同じ容器に区分せず収納してよい。

d. 使用済みの器具を安全に収納できるものを携行する。","1.b・d | 2.a・d | 3.b・c | 4.c・d","1","・根拠：第3の1、第3の2
・判断基準：bは正しい。洗浄及び消毒済みの器具と、それらを衛生的かつ安全に収納できるものを携行する。dも正しい。使用済み器具には、安全に収納できる別のものが必要である。aは消毒と区分管理を欠き、cは清潔な器具を再汚染するおそれがあるため誤りである。
・注意点：主体、対象、要件、数値、期間、原則と例外を区別して判断する。","理容師法・理容師法施行規則","https://laws.e-gov.go.jp/law/322AC0000000234","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-7614D347C4","A-OTHER-7614D347C4-02","correct_explanation","correct_explanation","根拠は第3の1、第3の2。","A2","解説品質・理解には影響するが正答番号を直接変更しない","yes","158","次の記述のうち、出張理容・出張美容の携行品について正しいものの組合せはどれか。



a. 洗浄済みであれば消毒前の器具でもよく、収納容器は使用済み器具と共用できる。

b. 洗浄及び消毒済みの器具と、それらを衛生的かつ安全に収納できるものを携行する。

c. 使用済み器具は、消毒済み器具と同じ容器に区分せず収納してよい。

d. 使用済みの器具を安全に収納できるものを携行する。","1.b・d | 2.a・d | 3.b・c | 4.c・d","1","・根拠：第3の1、第3の2
・判断基準：bは正しい。洗浄及び消毒済みの器具と、それらを衛生的かつ安全に収納できるものを携行する。dも正しい。使用済み器具には、安全に収納できる別のものが必要である。aは消毒と区分管理を欠き、cは清潔な器具を再汚染するおそれがあるため誤りである。
・注意点：主体、対象、要件、数値、期間、原則と例外を区別して判断する。","理容師法・理容師法施行規則","https://laws.e-gov.go.jp/law/322AC0000000234","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-361E3437C9","A-OTHER-361E3437C9-02","correct_explanation","correct_explanation","・判断基準：衛生管理要領第3の4は外傷に対する救急処置に必要な薬品及び衛生材料を、第3の5は手洗いに必要な石ケン、消毒液等を携行することと定めている。したがって","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集3問で再利用"
"A-OTHER-361E3437C9","A-OTHER-361E3437C9-03","correct_explanation","correct_explanation","・注意点：主体、対象、要件、数値、期間、原則と例外を区別して判断する。","A2","解説品質・理解には影響するが正答番号を直接変更しない","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集140問で再利用"
"A-OTHER-59C9925E59","A-OTHER-59C9925E59-01","correct_explanation","correct_explanation","「外傷に対する救急処置に必要な薬品及び衛生材料を携行する。」は規定と一致する。「手洗いに必要な石ケン、消毒液等を携行する。」は規定と一致する。組合せとして成立する。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集2問で再利用"
"A-OTHER-59C9925E59","A-OTHER-59C9925E59-02","correct_explanation","correct_explanation","根拠は第3の4、第3の5。","A2","解説品質・理解には影響するが正答番号を直接変更しない","yes","161","次の記述のうち、出張理容・出張美容の携行品について正しいものの組合せはどれか。



a. 利用者の疾患を治療するための一般用医薬品を、営業者の判断で携行する。

b. 手指消毒剤を携行すれば、手洗いに用いる石ケンは携行しなくてよい。

c. 外傷に対する救急処置に必要な薬品及び衛生材料を携行する。

d. 手洗いに必要な石ケン、消毒液等を携行する。","1.b・c | 2.c・d | 3.b・d | 4.a・b","2","・根拠：第3の4、第3の5
・判断基準：衛生管理要領第3の4は外傷に対する救急処置に必要な薬品及び衛生材料を、第3の5は手洗いに必要な石ケン、消毒液等を携行することと定めている。したがって
・注意点：主体、対象、要件、数値、期間、原則と例外を区別して判断する。","理容師法・理容師法施行規則","https://laws.e-gov.go.jp/law/322AC0000000234","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-23EDE5CC42","A-OTHER-23EDE5CC42-01","wrong_choice","wrong_choice","石ケン及び使い捨て手袋を携行し、消毒液は出張先の設備を使用する","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","162","手洗いに関して、出張理容で携行すべきものはどれか。","1.石ケン及び使い捨て手袋を携行し、消毒液は出張先の設備を使用する | 2.手洗いに必要な石ケン、消毒液等 | 3.石ケン及び消毒液を携行し、流水設備は出張先にあることを事前に確認する | 4.手指消毒剤及び使い捨て手袋を携行し、流水設備がない場合は手指消毒で代替する","2","・根拠：第3の5
・判断基準：衛生管理要領第3の5は、手洗いに必要な石ケン、消毒液等を携行することと定めている。したがって 携行品として求められるのは、手洗いに必要な石ケン、消毒液等である。出張先の備品や手袋によって必要な携行品を代替するものではない。
・注意点：主体、対象、要件、数値、期間、原則と例外を区別して判断する。","理容師法・理容師法施行規則","https://laws.e-gov.go.jp/law/322AC0000000234","公式確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号を確認し、問題に記録された公的一次資料との対応を確認","","","問題集の完全問題単位を取得"
"A-OTHER-268824F530","A-OTHER-268824F530-01","wrong_choice","wrong_choice","手洗いに必要な石ケン、消毒液等","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","","第3　携行品等","","","第3 携行品等 出張理容・出張美容を行う際には、次の器具等を携行すること。 1 洗浄及び消毒済みのはさみ等の理容器具・美容器具と、これらを衛生的 かつ安全に収納できるもの 2 使用済みのはさみ等の理容器具・美容器具を、安全に収納できるもの 3 消毒された布片類・タオルと、これらを衛生的に収納できるもの 4 外傷に対する救急処置に必要な薬品及び衛生材料 5 手洗いに必要な石ケン、消毒液等","","","参考資料確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号の整合を確認。公的一次資料の固定が不足","該当主張を直接裏付ける公的一次資料","一次資料の条項・通知箇所を特定後に公式確認へ更新","教材の完全項目を取得"
"A-OTHER-D2962E1C22","A-OTHER-D2962E1C22-01","wrong_choice","wrong_choice","石ケン及び消毒液を携行し、流水設備は出張先にあることを事前に確認する","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","162","手洗いに関して、出張理容で携行すべきものはどれか。","1.石ケン及び使い捨て手袋を携行し、消毒液は出張先の設備を使用する | 2.手洗いに必要な石ケン、消毒液等 | 3.石ケン及び消毒液を携行し、流水設備は出張先にあることを事前に確認する | 4.手指消毒剤及び使い捨て手袋を携行し、流水設備がない場合は手指消毒で代替する","2","・根拠：第3の5
・判断基準：衛生管理要領第3の5は、手洗いに必要な石ケン、消毒液等を携行することと定めている。したがって 携行品として求められるのは、手洗いに必要な石ケン、消毒液等である。出張先の備品や手袋によって必要な携行品を代替するものではない。
・注意点：主体、対象、要件、数値、期間、原則と例外を区別して判断する。","理容師法・理容師法施行規則","https://laws.e-gov.go.jp/law/322AC0000000234","公式確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号を確認し、問題に記録された公的一次資料との対応を確認","","","問題集の完全問題単位を取得"
"A-OTHER-B4846BD802","A-OTHER-B4846BD802-02","correct_explanation","correct_explanation","・判断基準：衛生管理要領第3の5は、手洗いに必要な石ケン、消毒液等を携行することと定めている。したがって 携行品として求められるのは、手洗いに必要な石ケン、消毒液等である。出張先の備品や手袋によって必要な携行品を代替するものではない。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集2問で再利用"
"A-OTHER-B4846BD802","A-OTHER-B4846BD802-03","correct_explanation","correct_explanation","・注意点：主体、対象、要件、数値、期間、原則と例外を区別して判断する。","A2","解説品質・理解には影響するが正答番号を直接変更しない","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集140問で再利用"
"A-OTHER-206C4CAF34","A-OTHER-206C4CAF34-01","correct_explanation","correct_choice","「手洗いに必要な石ケン、消毒液等」は規定または制度の内容と一致する。根拠は第3の5。","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","162","手洗いに関して、出張理容で携行すべきものはどれか。","1.石ケン及び使い捨て手袋を携行し、消毒液は出張先の設備を使用する | 2.手洗いに必要な石ケン、消毒液等 | 3.石ケン及び消毒液を携行し、流水設備は出張先にあることを事前に確認する | 4.手指消毒剤及び使い捨て手袋を携行し、流水設備がない場合は手指消毒で代替する","2","・根拠：第3の5
・判断基準：衛生管理要領第3の5は、手洗いに必要な石ケン、消毒液等を携行することと定めている。したがって 携行品として求められるのは、手洗いに必要な石ケン、消毒液等である。出張先の備品や手袋によって必要な携行品を代替するものではない。
・注意点：主体、対象、要件、数値、期間、原則と例外を区別して判断する。","理容師法・理容師法施行規則","https://laws.e-gov.go.jp/law/322AC0000000234","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-0B0F4E447A","A-OTHER-0B0F4E447A-02","correct_explanation","correct_explanation","・判断基準：同要領第4の1（2）は、作業終了後に作業場の清掃を十分行い、清潔にすることを定める。また、第4の2（1）は、洗浄及び消毒済みの器具類等を使用済みのものと区別して保管することを定める。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","yes","164","次の記述のうち、出張理容・出張美容の作業場及び携行品の管理について正しいものの組合せはどれか。



a. 作業終了後は、作業場の清掃を十分に行い、清潔にする。

b. 洗浄及び消毒済みの器具類等は、使用済みのものと区別して保管する。

c. 同じ場所で複数の客を扱う場合は、器具の交換時に作業場を清掃する。

d. 使用済み器具は、表面を拭き取れば洗浄及び消毒済み器具と同じ収納ケースに保管してよい。","1.c・d | 2.a・c | 3.a・b | 4.a・d","3","・根拠：第4の1（2）、第4の2（1）
・判断基準：同要領第4の1（2）は、作業終了後に作業場の清掃を十分行い、清潔にすることを定める。また、第4の2（1）は、洗浄及び消毒済みの器具類等を使用済みのものと区別して保管することを定める。 作業終了後は作業場を十分に清掃して清潔にし、洗浄・消毒済み器具と使用済み器具を区別する。器具交換時の清掃に置き換えるものではない。
・注意点：主体、対象、要件、数値、期間、原則と例外を区別して判断する。","理容師法・理容師法施行規則","https://laws.e-gov.go.jp/law/322AC0000000234","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-0B0F4E447A","A-OTHER-0B0F4E447A-03","correct_explanation","correct_explanation","作業終了後は作業場を十分に清掃して清潔にし、洗浄・消毒済み器具と使用済み器具を区別する。器具交換時の清掃に置き換えるものではない。","A1","正解解説の法令・数値・安全基準で正答理解へ直接影響","yes","164","次の記述のうち、出張理容・出張美容の作業場及び携行品の管理について正しいものの組合せはどれか。



a. 作業終了後は、作業場の清掃を十分に行い、清潔にする。

b. 洗浄及び消毒済みの器具類等は、使用済みのものと区別して保管する。

c. 同じ場所で複数の客を扱う場合は、器具の交換時に作業場を清掃する。

d. 使用済み器具は、表面を拭き取れば洗浄及び消毒済み器具と同じ収納ケースに保管してよい。","1.c・d | 2.a・c | 3.a・b | 4.a・d","3","・根拠：第4の1（2）、第4の2（1）
・判断基準：同要領第4の1（2）は、作業終了後に作業場の清掃を十分行い、清潔にすることを定める。また、第4の2（1）は、洗浄及び消毒済みの器具類等を使用済みのものと区別して保管することを定める。 作業終了後は作業場を十分に清掃して清潔にし、洗浄・消毒済み器具と使用済み器具を区別する。器具交換時の清掃に置き換えるものではない。
・注意点：主体、対象、要件、数値、期間、原則と例外を区別して判断する。","理容師法・理容師法施行規則","https://laws.e-gov.go.jp/law/322AC0000000234","監修確認中","保留","完全単位は取得できたが、収録URLだけでは当該主張を直接裏付ける条項・通知箇所を固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","問題集の完全問題単位を取得"
"A-OTHER-0B0F4E447A","A-OTHER-0B0F4E447A-04","correct_explanation","correct_explanation","・注意点：主体、対象、要件、数値、期間、原則と例外を区別して判断する。","A2","解説品質・理解には影響するが正答番号を直接変更しない","ambiguous","","","","","","","","監修確認中","保留","同一文が複数問題で再利用され、対象問題を一意に固定できない","主張を直接裏付ける条項・項・号又は通知の該当箇所","一次資料の具体的箇所を固定後、完全単位で再照合","同一文が問題集140問で再利用"
