"parent_audit_id","child_audit_id","old_context","verified_context","claim","impact_class","classification_reason","complete_unit","content_id","question_or_title","all_choices","correct_answer_number","explanation_or_body","recorded_source","recorded_url","audit_result","revision","audit_reason","missing_material","restart_condition","unit_note"
"A-OTHER-07B239B543","A-OTHER-07B239B543-01","wrong_choice","wrong_choice","皮膚に接する器具は客1人ごとに洗浄し、かみそり及び血液付着器具を消毒する","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","172","皮膚に接する器具類の使用について、正しいものはどれか。","1.同じ世帯の客に続けて使用する場合は、洗浄後に清潔な収納部へ保管して使用する | 2.使用前に消毒した器具は、皮膚の状態に異常がない客に続けて使用できる | 3.皮膚に接する器具は客1人ごとに洗浄し、かみそり及び血液付着器具を消毒する | 4.客1人ごとに消毒した清潔なものを使用する","4","・根拠：第5の5、第5の6
・判断基準：衛生管理要領第5の5は、皮膚に接する器具類について、客1人ごとに消毒した清潔なものを使用することと定めている。また、第5の6は使用後の洗浄及び消毒を求めている。したがって 皮膚に接する器具は、世帯や皮膚状態にかかわらず、客1人ごとに消毒した清潔なものを使用する。
・注意点：主体、対象、要件、数値、期間、原則と例外を区別して判断する。","理容師法・理容師法施行規則","https://laws.e-gov.go.jp/law/322AC0000000234","公式確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号を確認し、問題に記録された公的一次資料との対応を確認","","","問題集の完全問題単位を取得"
"A-OTHER-F41EA74C00","A-OTHER-F41EA74C00-01","wrong_choice","wrong_choice","出張先の換気及び給排水設備に応じて、営業者が理容所等の衛生管理要領を参考に消毒方法を定める","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","","消毒方法","","","理容師法施行規則 第二十五条。器具の種類や汚染状況に応じ、煮沸、エタノール、次亜塩素酸ナトリウム等で消毒。","","","参考資料確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号の整合を確認。公的一次資料の固定が不足","該当主張を直接裏付ける公的一次資料","一次資料の条項・通知箇所を特定後に公式確認へ更新","教材の完全項目を取得"
"A-OTHER-869F9B2824","A-OTHER-869F9B2824-01","wrong_choice","wrong_choice","理容所等の衛生管理要領に定める消毒方法のうち、血液付着器具に関する方法に準じる","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","","消毒方法","","","理容師法施行規則 第二十五条。器具の種類や汚染状況に応じ、煮沸、エタノール、次亜塩素酸ナトリウム等で消毒。","","","参考資料確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号の整合を確認。公的一次資料の固定が不足","該当主張を直接裏付ける公的一次資料","一次資料の条項・通知箇所を特定後に公式確認へ更新","教材の完全項目を取得"
"A-OTHER-CCEE8AD20C","A-OTHER-CCEE8AD20C-01","wrong_choice","wrong_choice","利用者が希望する消毒方法を確認し、理容所等の衛生管理要領に定める方法と同等であれば採用する","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","","消毒方法","","","理容師法施行規則 第二十五条。器具の種類や汚染状況に応じ、煮沸、エタノール、次亜塩素酸ナトリウム等で消毒。","","","参考資料確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号の整合を確認。公的一次資料の固定が不足","該当主張を直接裏付ける公的一次資料","一次資料の条項・通知箇所を特定後に公式確認へ更新","教材の完全項目を取得"
"A-OTHER-A11498B27E","A-OTHER-A11498B27E-01","wrong_choice","wrong_choice","器具の取扱い、消毒及び携行品の管理に関する手順書を作成し、作業環境の管理は出張先の施設管理者に委ねる","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","183","営業者又は衛生管理責任者が作成・周知すべきものとして、正しいものはどれか。","1.出張先の設備条件及び作業環境を記録し、器具の取扱いは従業者が出張先ごとに決定する手順書 | 2.器具の取扱い、消毒及び携行品の管理に関する手順書を作成し、作業環境の管理は出張先の施設管理者に委ねる | 3.出張理容・出張美容に係る具体的な衛生管理要領 | 4.利用者の要望に応じた衛生管理要領を作成し、内容は衛生管理責任者へ周知する","3","・根拠：第7の2
・判断基準：衛生管理要領第7の2は、営業者又は衛生管理責任者が、出張理容・出張美容に係る具体的な衛生管理要領を作成し、従業員に周知徹底することとしている。したがって 具体的な衛生管理要領は、作業環境、器具、携行品等を含めて作成し、従業者へ周知徹底する。出張先や利用者の判断に委ねるものではない。
・注意点：主体、対象、要件、数値、期間、原則と例外を区別して判断する。","理容師法・理容師法施行規則","https://laws.e-gov.go.jp/law/322AC0000000234","公式確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号を確認し、問題に記録された公的一次資料との対応を確認","","","問題集の完全問題単位を取得"
"A-OTHER-3815D6C328","A-OTHER-3815D6C328-01","wrong_choice","wrong_choice","血液付着の疑いがなければ、洗剤で十分に洗浄した器具は消毒を省略できる","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","190","血液が付着している疑いのない器具の消毒方法として、正しいものはどれか。","1.血液付着の疑いがなければ、洗剤で十分に洗浄した器具は消毒を省略できる | 2.血液付着器具等の方法に加え、紫外線照射、蒸気、逆性石けん、グルコン酸クロルヘキシジン、両性界面活性剤などの方法も用いられる | 3.血液付着の疑いがない器具は、紫外線照射又は蒸気による方法だけが認められ、薬液は用いない | 4.血液付着の疑いがない器具は薬液消毒だけを用い、煮沸や蒸気による方法は対象外である","2","血液付着の疑いがない器具には、血液付着器具に用いる方法のほか、紫外線、蒸気、逆性石けん、グルコン酸クロルヘキシジン、両性界面活性剤等による方法も認められる。したがって②が正しい。","厚生労働省「理容所及び美容所における衛生管理要領」","https://www.mhlw.go.jp/web/t_doc?dataId=00ta5155&dataType=1&pageNo=1","公式確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号を確認し、問題に記録された公的一次資料との対応を確認","","","問題集の完全問題単位を取得"
"A-OTHER-4522A6BBCF","A-OTHER-4522A6BBCF-01","wrong_choice","wrong_choice","血液部分に消毒液を噴霧し、洗浄せず乾燥させて再使用する","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","205","血液が付着したタオル等の取扱いとして、適切なものはどれか。","1.廃棄するか、血液が付着している器具と同様の洗浄及び消毒を行う | 2.血液部分を水洗いした後、他の使用済みタオルと同じ方法だけで処理する | 3.血液部分に消毒液を噴霧し、洗浄せず乾燥させて再使用する | 4.通常どおり洗濯した後、消毒前の清潔なタオルと同じ場所に保管する","1","血液が付着したタオル等は、廃棄するか、血液が付着している器具と同様の洗浄及び消毒を行う。乾燥や水洗いだけでは不十分で、清潔なタオルとも区別するため、①が正しい。","厚生労働省「理容所及び美容所における衛生管理要領」","https://www.mhlw.go.jp/web/t_doc?dataId=00ta5155&dataType=1&pageNo=1","公式確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号を確認し、問題に記録された公的一次資料との対応を確認","","","問題集の完全問題単位を取得"
"A-OTHER-54196F9855","A-OTHER-54196F9855-01","wrong_choice","wrong_choice","血液付着の疑いがある器具では、使用できる消毒方法がより限定される","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","","消毒方法","","","理容師法施行規則 第二十五条。器具の種類や汚染状況に応じ、煮沸、エタノール、次亜塩素酸ナトリウム等で消毒。","","","参考資料確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号の整合を確認。公的一次資料の固定が不足","該当主張を直接裏付ける公的一次資料","一次資料の条項・通知箇所を特定後に公式確認へ更新","教材の完全項目を取得"
"A-OTHER-CE1BCC49E7","A-OTHER-CE1BCC49E7-01","wrong_choice","wrong_choice","消毒薬の名称と濃度が合っていれば、対象器具や作用時間は問わない","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","214","理容師国家試験で消毒法を判断する際、最も適切な考え方はどれか。","1.消毒薬の名称と濃度が合っていれば、対象器具や作用時間は問わない | 2.器具の種類、血液付着の有無、消毒薬の濃度、作用時間を組み合わせて判断する | 3.対象器具と作用時間が合っていれば、消毒薬の濃度は製品ごとの目安でよい | 4.消毒薬の濃度と作用時間が合っていれば、消毒前の十分な洗浄は省略できる","2","消毒法は、器具の種類、血液付着の有無、消毒薬の濃度及び作用時間を組み合わせて判断し、消毒前の洗浄や消毒後の保管も含めて管理する。薬品名、濃度又は時間の一つだけでは判断できないため、②が正しい。","厚生労働省「理容所及び美容所における衛生管理要領」","https://www.mhlw.go.jp/web/t_doc?dataId=00ta5155&dataType=1&pageNo=1","公式確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号を確認し、問題に記録された公的一次資料との対応を確認","","","問題集の完全問題単位を取得"
"A-OTHER-6FB3B4E30A","A-OTHER-6FB3B4E30A-01","wrong_choice","wrong_choice","対象器具と作用時間が合っていれば、消毒薬の濃度は製品ごとの目安でよい","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","214","理容師国家試験で消毒法を判断する際、最も適切な考え方はどれか。","1.消毒薬の名称と濃度が合っていれば、対象器具や作用時間は問わない | 2.器具の種類、血液付着の有無、消毒薬の濃度、作用時間を組み合わせて判断する | 3.対象器具と作用時間が合っていれば、消毒薬の濃度は製品ごとの目安でよい | 4.消毒薬の濃度と作用時間が合っていれば、消毒前の十分な洗浄は省略できる","2","消毒法は、器具の種類、血液付着の有無、消毒薬の濃度及び作用時間を組み合わせて判断し、消毒前の洗浄や消毒後の保管も含めて管理する。薬品名、濃度又は時間の一つだけでは判断できないため、②が正しい。","厚生労働省「理容所及び美容所における衛生管理要領」","https://www.mhlw.go.jp/web/t_doc?dataId=00ta5155&dataType=1&pageNo=1","公式確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号を確認し、問題に記録された公的一次資料との対応を確認","","","問題集の完全問題単位を取得"
"A-OTHER-7B9221FBB0","A-OTHER-7B9221FBB0-01","wrong_choice","wrong_choice","親水基と親油基をもち、水相と油相を乳化する界面活性剤である","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","281","ワセリンについて、正しいものはどれか。","1.皮膚表面を保護し、水分蒸散を抑える油性成分である | 2.吸湿性によって角質層へ水分を引き寄せる水溶性の多価アルコールである | 3.親水基と親油基をもち、水相と油相を乳化する界面活性剤である | 4.油脂の酸化による変臭を抑える酸化防止剤である","1","ワセリンは炭化水素系の油性成分で、皮膚表面の保護や水分蒸散の抑制に用いられる。グリセリン、界面活性剤又は酸化防止剤ではないため、①が正しい。","医薬品医療機器等法・化粧品基準","https://laws.e-gov.go.jp/law/335AC0000000145","公式確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号を確認し、問題に記録された公的一次資料との対応を確認","","","問題集の完全問題単位を取得"
"A-OTHER-00B30E5502","A-OTHER-00B30E5502-01","wrong_choice","wrong_choice","施術時間だけを基準に予約枠を設定し、準備や消毒は予約の合間に行う","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","347","予約管理として、適切なものはどれか。","1.施術時間だけを基準に予約枠を設定し、準備や消毒は予約の合間に行う | 2.担当者が覚えられる件数であれば、予約変更を記録に反映しなくてよい | 3.施術時間、担当者、準備時間を考慮して無理のない予約を組む | 4.遅れが見込まれる場合は、予定時刻を過ぎてから顧客へ説明する","3","予約管理では、施術時間、担当者、準備、消毒、片付け等に必要な時間を見込み、無理のない予定を組む。記録や遅延時の説明も必要なため、③が正しい。","","","参考資料確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号の整合を確認。公的一次資料の固定が不足","該当主張を直接裏付ける公的一次資料","一次資料の条項・通知箇所を特定後に公式確認へ更新","問題集の完全問題単位を取得"
"A-OTHER-6F64548552","A-OTHER-6F64548552-01","wrong_choice","wrong_choice","施術後に皮膚を消毒すれば、血液に触れていない器具の消毒は省略できる","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","419","シェービング後の皮膚処置として、最も適切なものはどれか。","1.発赤の有無にかかわらず、収れん作用の強い薬剤を同じ量だけ塗布する | 2.施術前に異常がなければ、施術後の発赤は一時的なものとして観察を省略する | 3.皮膚状態に応じて、鎮静・保湿などの処置を行う | 4.施術後に皮膚を消毒すれば、血液に触れていない器具の消毒は省略できる","3","シェービング後の皮膚は刺激を受けやすいため、発赤、傷、乾燥等を確認し、状態に応じて鎮静や保湿等の処置を行う。器具消毒の代わりにはならないため、③が正しい。","","","参考資料確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号の整合を確認。公的一次資料の固定が不足","該当主張を直接裏付ける公的一次資料","一次資料の条項・通知箇所を特定後に公式確認へ更新","問題集の完全問題単位を取得"
"A-OTHER-EFB1BB0ADE","A-OTHER-EFB1BB0ADE-01","wrong_choice","wrong_choice","【観点1】界面活性剤は酸化作用によって毛髪中のメラニンを分解することを主目的とする。","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","492","香粧品成分の「香粧品化学：界面活性剤」と「香粧品化学：着色剤」に関する次の記述のうち、いずれの内容も正しいものはどれか。","1.【観点1】乳化とは、水相と油相の一方を他方へ細かく分散させ、安定な状態に近づけることである。
【観点2】製品中の微生物増殖を抑えることを主目的に用いられる。 | 2.【観点1】界面活性剤は酸化作用によって毛髪中のメラニンを分解することを主目的とする。
【観点2】製品や皮膚・毛髪に色を与える目的で用いられることがある。 | 3.【観点1】界面活性剤は酸化作用によって毛髪中のメラニンを分解することを主目的とする。
【観点2】製品中の微生物増殖を抑えることを主目的に用いられる。 | 4.【観点1】乳化とは、水相と油相の一方を他方へ細かく分散させ、安定な状態に近づけることである。
【観点2】製品や皮膚・毛髪に色を与える目的で用いられることがある。","4","【香粧品化学：界面活性剤】
・乳化とは、水相と油相の一方を他方へ細かく分散させ、安定な状態に近づけることである。 【香粧品化学：着色剤】
・製品や皮膚・毛髪に色を与える目的で用いられることがある。 対象、条件、作用又は手順を取り違えないように整理する。","医薬品医療機器等法・化粧品基準","https://laws.e-gov.go.jp/law/335AC0000000145","公式確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号を確認し、問題に記録された公的一次資料との対応を確認","","","問題集の完全問題単位を取得"
"A-OTHER-ADE64977B3","A-OTHER-ADE64977B3-01","wrong_choice","wrong_choice","【観点1】界面活性剤は酸化作用によって毛髪中のメラニンを分解することを主目的とする。","A1","選択肢又は公式過去問として正答判定へ直接影響","yes","492","香粧品成分の「香粧品化学：界面活性剤」と「香粧品化学：着色剤」に関する次の記述のうち、いずれの内容も正しいものはどれか。","1.【観点1】乳化とは、水相と油相の一方を他方へ細かく分散させ、安定な状態に近づけることである。
【観点2】製品中の微生物増殖を抑えることを主目的に用いられる。 | 2.【観点1】界面活性剤は酸化作用によって毛髪中のメラニンを分解することを主目的とする。
【観点2】製品や皮膚・毛髪に色を与える目的で用いられることがある。 | 3.【観点1】界面活性剤は酸化作用によって毛髪中のメラニンを分解することを主目的とする。
【観点2】製品中の微生物増殖を抑えることを主目的に用いられる。 | 4.【観点1】乳化とは、水相と油相の一方を他方へ細かく分散させ、安定な状態に近づけることである。
【観点2】製品や皮膚・毛髪に色を与える目的で用いられることがある。","4","【香粧品化学：界面活性剤】
・乳化とは、水相と油相の一方を他方へ細かく分散させ、安定な状態に近づけることである。 【香粧品化学：着色剤】
・製品や皮膚・毛髪に色を与える目的で用いられることがある。 対象、条件、作用又は手順を取り違えないように整理する。","医薬品医療機器等法・化粧品基準","https://laws.e-gov.go.jp/law/335AC0000000145","公式確認済み・問題上の意図的な誤答","修正不要","完全問題単位で誤答位置と正答番号を確認し、問題に記録された公的一次資料との対応を確認","","","問題集の完全問題単位を取得"
